Date	Time	Artist(s)	Instruments/Details	Ticketed	Sabha	Hall
18-Dec-2025	9:05 AM	Dr. Rama Kausalya with Vidushi Madhuvanti Badri	The Vara Kritis of Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
19-Dec-2025	8:05 AM	Dr. Sumithra Vasudev	Music of Dikshita Parampara composers	Free	The Music Academy Madras	Main Hall
20-Dec-2025	8:05 AM	Dr. R. Hemalatha	Vivadi Ragas as handled by Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
20-Dec-2025	9:05 AM	Vidvan Anil Srinivasan, Vidvan Sikkil Gurucharan & Vidvan Sayee Rakshith	The Nottusvaram-s of Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
21-Dec-2025	8:05 AM	Vidushi Amritha Murali	A comparative study of ragas as handled by Tyagaraja and Dikshitar	Free	The Music Academy Madras	Main Hall
21-Dec-2025	9:05 AM	Dr. Chithra Madhavan and Dr. Gayathri Girish	Iconographic representations of Lord Shiva in Muthuswami Dikshitar's kritis	Free	The Music Academy Madras	Main Hall
22-Dec-2025	8:05 AM	Vidushi Shyamala Venkateswaran and disciples	Compositions on Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
22-Dec-2025	9:05 AM	Sangita Kala Acharya Dr. R.S. Jayalakshmi	Chittaswaram-s for Muthuswami Dikshitar's compositions in the Sangita Sampradaya Pradarshini	Free	The Music Academy Madras	Main Hall
23-Dec-2025	8:05 AM	Vidvan K. Arun Prakash	Laya intricacies in the compositions of Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
23-Dec-2025	9:05 AM	Dr. Nanditha Ravi	Sanskrit compositions in the Muthuswami Dikshitar's disciple lineage	Free	The Music Academy Madras	Main Hall
24-Dec-2025	8:05 AM	Vidvan G. Ravikiran and Dr. Madhusudhanan Kalaichelvan	Tiruvarur temple traditions as seen in Muthuswami Dikshitar's Tyagesa kriti-s	Free	The Music Academy Madras	Main Hall
24-Dec-2025	9:05 AM	Sangita Kala Acharya Rama Ravi	Pathanthara variations in Muthuswami Dikshitar's kriti-s	Free	The Music Academy Madras	Main Hall
25-Dec-2025	8:05 AM	Vidvan Ravi Rajagopalan	The chronology of Muthuswami Dikshitar's biographies	Free	The Music Academy Madras	Main Hall
25-Dec-2025	9:05 AM	Vidvan J. T. Jeyaraaj Krishnan & Vidushi Jaysri Jeyaraaj Krishnan	The Veena tradition of Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
26-Dec-2025	8:05 AM	Sangita Kala Acharya Suguna Varadachari accompanied by Dr. Aishwarya Shankar and Sri. K. Arun Prakash on Mridangam	Scope for manodharma in Muthuswami Dikshitar kriti-s	Free	The Music Academy Madras	Main Hall
26-Dec-2025	9:05 AM	Vidushi Sumathi Mathiyazhagan	The Sarva Vadyam tradition at the Tiruvarur temple	Free	The Music Academy Madras	Main Hall
27-Dec-2025	8:05 AM	Dr. Meenakshi (Sumathi) Krishnan with Ms. Snigdha Desiraju, Ms. Ragasudha, Ms. Nandhika, Sri Bharat Narayan & Sri Sivaramakrishnan (Students of Advanced School of Carnatic Music)	The Guruguha Vibhakti kriti-s of Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
27-Dec-2025	9:45 AM	Dr. K. Dhinesh Kumar	The Tiruvarur Nagaswaram tradition as defined by Ramaswami Dikshitar	Free	The Music Academy Madras	Main Hall
28-Dec-2025	8:05 AM	Vidvan R. K. Shriramkumar	The Kamalamba Navavarana kriti-s of Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
29-Dec-2025	8:05 AM	Sangita Kalanidhi Dr. S. Sowmya	Bhashanga Ragas as handled by Muthuswami Dikshitar	Free	The Music Academy Madras	Main Hall
29-Dec-2025	9:05 AM	Vidushi Urmila Satyanarayanan	Setting Muthuswami Dikshitar kriti-s to dance	Free	The Music Academy Madras	Main Hall
30-Dec-2025	8:05 AM	Dr. T. R. Aravindhan	Compositions of Muthuswami Dikshitar in Unpublished Manuscripts	Free	The Music Academy Madras	Main Hall
30-Dec-2025	9:05 AM	Sangita Kalanidhi T. M. Krishna	Muthuswami Dikshitar's Rudrapriya - One name multiple identities	Free	The Music Academy Madras	Main Hall
31-Dec-2025	8:00 AM	Winners in Devotional Music Competition	Devotional Music	Free	The Music Academy Madras	Main Hall
31-Dec-2025	8:20 AM	Prof Dr. C. A. Sreedhara	The evolution of the flute in Carnatic music - lecture to be held as a centenary tribute to Vidvan T. R. Mahalingam	Free	The Music Academy Madras	Main Hall
31-Dec-2025	9:20 AM	Vidvan Thanjavur Govindarajan in conversation with Lalitharam	The Vaar Tavil	Free	The Music Academy Madras	Main Hall
25-Dec-2025	5:00 PM	Roshni Muthuswamy		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
25-Dec-2025	6:15 PM	Poorna Bhat		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
25-Dec-2025	7:30 PM	Bala Devi Chandrashekar		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
26-Dec-2025	5:00 PM	Anika Chebrolu		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
26-Dec-2025	6:15 PM	Anusha Kumar		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
26-Dec-2025	7:30 PM	Natyajali School of Dance		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
27-Dec-2025	3:45 PM	Meghna Muralidharan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
27-Dec-2025	5:00 PM	Ashwini Manjunath		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
27-Dec-2025	6:15 PM	Athriya Krishnan Balaji		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
27-Dec-2025	7:30 PM	Meera Balasubramanian		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
28-Dec-2025	10:00 AM	Kayalvizhi Kabilan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
28-Dec-2025	11:30 AM	Leela Ganapati		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
28-Dec-2025	5:00 PM	Srividhya		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
28-Dec-2025	6:15 PM	Arya Giri		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
28-Dec-2025	7:30 PM	Vidya Sankaranarayanan		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
29-Dec-2025	5:00 PM	Janani Aiyer		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
29-Dec-2025	6:15 PM	Nivedita Retnakar		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
29-Dec-2025	7:30 PM	Pranamya Suri		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
30-Dec-2025	5:00 PM	Rithika Ashok		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
30-Dec-2025	6:15 PM	Dr. Shriya Srinivasan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
30-Dec-2025	7:30 PM	Srimathy Venkat		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
31-Dec-2025	5:00 PM	Ranjani Rajendran		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
31-Dec-2025	6:15 PM	Sahana Balu		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
31-Dec-2025	7:30 PM	Padmini Krishnamurthy		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
01-Jan-2026	5:00 PM	Vatsalya Narayan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
01-Jan-2026	6:15 PM	Shilpa Sethuraman		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
01-Jan-2026	7:30 PM	Poornashri Srivathsan		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
02-Jan-2026	5:00 PM	Megha Suresh		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
02-Jan-2026	6:15 PM	Dr. Mathula Kishore Kumar		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
02-Jan-2026	7:30 PM	Vimmi B Eswar		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
03-Jan-2026	5:00 PM	Nethra Nattami		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
03-Jan-2026	6:15 PM	Ushayini Seshan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
03-Jan-2026	7:30 PM	Sujatha Srinivasan		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
04-Jan-2026	5:00 PM	Aishwarya Iyer		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
04-Jan-2026	6:15 PM	Gayatri Subramanian		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
04-Jan-2026	7:30 PM	Renuka Srinivasan		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
05-Jan-2026	5:00 PM	Keertana Murali		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
05-Jan-2026	6:15 PM	Rukshikaa Elankumaran		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
05-Jan-2026	7:30 PM	Balagurunathan		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
06-Jan-2026	5:00 PM	R. Sudar Mathi		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
06-Jan-2026	6:15 PM	Smt. Aarthi Narain		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
06-Jan-2026	7:30 PM	Swaminathai Suresh		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
07-Jan-2026	5:00 PM	Meera Ratnagiri		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
07-Jan-2026	6:15 PM	Ashwini Sam Paul		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
07-Jan-2026	7:30 PM	Jai Kishore Mosalikanti		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
08-Jan-2026	5:00 PM	Keerthana Subramanian		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
08-Jan-2026	6:15 PM	Sharmada Vishwanath		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
08-Jan-2026	7:30 PM	Dr. Anupama Kylash		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
09-Jan-2026	5:00 PM	Meghna Satishkumar		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
09-Jan-2026	6:15 PM	Ananya Arora		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
09-Jan-2026	7:30 PM	Divya Sena		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
10-Jan-2026	5:00 PM	Akshara Balaji		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
10-Jan-2026	6:15 PM	Aishwarya Ananth Karthik		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
10-Jan-2026	7:30 PM	Gopika Varma		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
11-Jan-2026	5:00 PM	Kavya Ramesh		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
11-Jan-2026	6:15 PM	Harshini R		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
11-Jan-2026	7:30 PM	Girija Chandran		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
12-Jan-2026	5:00 PM	Pooja Sugam		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
12-Jan-2026	6:15 PM	Deepthi Ravichandran		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
12-Jan-2026	7:30 PM	Anuradha Swaminathan		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
13-Jan-2026	5:00 PM	Vaishalee		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
13-Jan-2026	6:15 PM	Priyamvadha Krishnakumar		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
13-Jan-2026	7:30 PM	H. N. Nandhini Suresh		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
14-Jan-2026	5:00 PM	Kavya Ramaswamy		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
14-Jan-2026	6:15 PM	Preethi Anand		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
14-Jan-2026	7:30 PM	Ranjana Vinodkumar		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
15-Jan-2026	5:00 PM	Sruthika P Nair		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
15-Jan-2026	6:15 PM	Vidyalakshmi Vidyanath		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
15-Jan-2026	7:30 PM	Naatya Padhmam Srekala Bharath		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
16-Jan-2026	5:00 PM	Nivedita Raghavan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
16-Jan-2026	6:15 PM	Anand Sachidanandan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
16-Jan-2026	7:30 PM	Saikripa Prasanna		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
17-Jan-2026	5:00 PM	Trinethra Mahesh		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
17-Jan-2026	6:15 PM	Sumithra Subramaniam		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
17-Jan-2026	7:30 PM	Naatya Padhmam Parvathi Ravi Ghantasala		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
18-Jan-2026	5:00 PM	Lekshmi Reghunath		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
18-Jan-2026	6:15 PM	K R Mahalakshmi		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
18-Jan-2026	7:30 PM	Lakshmi Priya Raja		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
19-Jan-2026	5:00 PM	Tejasshri Vivek		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
19-Jan-2026	6:15 PM	Bhairavi Venkatesan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
19-Jan-2026	7:30 PM	Divya Ravi		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
20-Jan-2026	5:00 PM	Sadhwi Vijayakumar		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
20-Jan-2026	6:15 PM	Avijit Das		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
20-Jan-2026	7:30 PM	Priya Murle		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
21-Jan-2026	5:00 PM	N. R. M. Abirami		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
21-Jan-2026	6:15 PM	Dwijavanthi Bharath		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
21-Jan-2026	7:30 PM	Roja Kannan		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
22-Jan-2026	5:00 PM	M. Gayathri		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
22-Jan-2026	6:15 PM	D. Soumya Sarojini		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
22-Jan-2026	7:30 PM	Thiruvezhimizhalai Dr. Kanaka Krishna Prashanth		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
23-Jan-2026	5:00 PM	Lalitha Narasimhan		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
23-Jan-2026	6:15 PM	Neha Sathanapalli		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
23-Jan-2026	7:30 PM	Dr. S. Ramaratnam		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
24-Jan-2026	5:00 PM	S. Sanjna		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
24-Jan-2026	6:15 PM	Ragini Iyer		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
24-Jan-2026	7:30 PM	Shruthi Shoby		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
25-Jan-2026	5:00 PM	N. Krithika		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
25-Jan-2026	6:15 PM	Amrutha Soundarya T M		Free	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
25-Jan-2026	7:30 PM	Dr. Himaja Athul Kumar		Ticketed	Brahma Gana Sabha	TAG Dakshinamurthy Hall, Mylapore
23-Dec-2025	5:15 PM	Vivek Moozhikulam	Vocal; Violin: S. R. Mahadeva Sharma; Mridangam: B. S. Prashanth; Ghatam: Udipi Balakrishnan	Free	Gayatri Fine Arts Global	Sri Krishna Saras Hall, Mylapore
23-Dec-2025	7:00 PM	Neyveli Santhanagopalan	Vocal; Violin: Delhi Sunder Rajan; Mridangam: B. Ganapathyraman	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
24-Dec-2025	5:00 PM	Abilash Giriprasad	Vocal; Violin: Delhi R. Sridhar; Mridangam: Tiruvarur Vaidyanathan; Ghatam: Trivandrum R. Rajesh	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
24-Dec-2025	7:00 PM	Rama Varma	Vocal; Violin: Avaneeswaram S. R. Vinu; Mridangam: Trichy B. Harikumar; Ghatam: Trichy Krishnaswamy; Morsing: Payyannur Govinda Prasad	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
25-Dec-2025	5:00 PM	Dr. K. Gayatri	Vocal; Violin: Sanjay Suresh; Mridangam: Poongulam Subramaniam; Ghatam: Trivandrum R. Rajesh	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
25-Dec-2025	7:00 PM	A. S. Murali	Vocal; Violin: V. L. Kumar; Mridangam: Srimushnam Rajarao; Morsing: A. S. Krishnan	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
26-Dec-2025	5:00 PM	Anahita	Vocal duet with Apoorva; Violin: Sanjay Suresh; Mridangam: B. N. Kasinadh; Ghatam: Udipi Balakrishnan	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
26-Dec-2025	7:00 PM	Dr. R. Suryaprakash	Vocal; Violin: Bombay R. Madhavan; Mridangam: Srimushnam Rajarao; Ghatam: S. V. Ramani	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
27-Dec-2025	5:00 PM	Savita Sreeram	Namasankeerthanam with Suchitra Balasubramanian; Harmonium: N. Chandrasekar; Mridangam: Venkata Subramanian	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
27-Dec-2025	7:00 PM	K. V. Manimaran	Vocal; Violin: Anayampatti G. Venkatasubramanyam; Mridangam: Poongulam Subramaniam; Kanjira: Trivandrum D. Rajagopal	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
28-Dec-2025	5:00 PM	Amrutha Venkatesh	Vocal; Violin: Trivandrum Dr. N. Sampath; Mridangam: Nanjil Arul; Morsing: Thirunakkara Rethish	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
28-Dec-2025	7:00 PM	Mysore Brothers	Vocal; Violin: Mysore Nagaraj & Dr. Mysore Manjunath; Mridangam: Srimushnam Rajarao; Ghatam: Dr. Suresh Vaidyanathan	Free	Gayathri Fine Arts	Sri Krishna Saras Hall, Mylapore
13-Dec-2025	5:30 PM	Kanyakumari	Embar Kannan; Sayeerakshith; K V Prasad; Bangalore Rajasekhar; Inauguration; Violin; Mridangam; Morsing	Ticketed	Narada Gana Sabha	Narada Gana Sabha
14-Dec-2025	10:00 AM	Dr. Brindha Manickavasakan	Vittal Rangan; Praveen Sparsh; Krishna S	Free	Narada Gana Sabha	Narada Gana Sabha
14-Dec-2025	12:15 PM	Ragasudha Balasubramaniam	Gayathri Vibhavari; Prahalaad Varahaswami	Free	Narada Gana Sabha	Narada Gana Sabha
14-Dec-2025	2:00 PM	Swarathmika Srikanth	C. S. Chinmayi; Thirucherai Kaushik; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
14-Dec-2025	10:30 AM	Dummies Drama Presents	�Kaanal Nero� (V. Sreevathson); Drama	Free	Narada Gana Sabha	Narada Gana Sabha
14-Dec-2025	1:45 PM	Shabin Bright	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
14-Dec-2025	4:00 PM	S. Sowmya	Embar S. Kannan; Neyveli R. Narayanan; Vocal; Violin; Mridangam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
14-Dec-2025	7:00 PM	Vijay Siva N	Ramanujacharyalu T. V. K.; Trichy Sankaran; Vocal; Violin; Mridangam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
15-Dec-2025	10:00 AM	Spoorthi Rao	Keshav Mohankumar; Praveen Sparsh	Free	Narada Gana Sabha	Narada Gana Sabha
15-Dec-2025	12:15 PM	Sanjana Harikumar	Srikrishnan Subramanian; Premkrishnan; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
15-Dec-2025	2:00 PM	Aditya Madhavan	Keerthana Sankar; Vignesh Venkataraman; H. SivaramaKrishnan; Vocal; Violin; Mridangam; Ghatam	Free	Narada Gana Sabha	Narada Gana Sabha
15-Dec-2025	1:45 PM	Archana Narayamurthy	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
15-Dec-2025	4:00 PM	Sikkil Gurucharan	Vocal	Ticketed	Narada Gana Sabha	Narada Gana Sabha
15-Dec-2025	7:00 PM	Aswath Narayanan	Vocal	Ticketed	Narada Gana Sabha	Narada Gana Sabha
16-Dec-2025	10:00 AM	Heramb Hemanth	Shankaranarayanan R; Gopalakrishnan K V; Flute; Mridangam; Kanjira	Free	Narada Gana Sabha	Narada Gana Sabha
16-Dec-2025	12:15 PM	Srivathsava N	G N Bhuvan; Karaikkal Jaikishan; Flute; Mridangam; Ghatam	Free	Narada Gana Sabha	Narada Gana Sabha
16-Dec-2025	2:00 PM	Vishruthi Girish	Sreelakshmi Bhatt; Pazhani Balaji; Shri Sainath; Vocal; Violin; Mridangam; Ghatam	Free	Narada Gana Sabha	Narada Gana Sabha
16-Dec-2025	1:45 PM	Shanmuga Sundaram	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
16-Dec-2025	4:00 PM	Amritha Murali	R K Shriram Kumar; N Manoj Siva; N Guru Prasad; Vocal; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
16-Dec-2025	7:00 PM	Lakshmi Ramaswamy	Disciples of Sri Mudhralaya Presents; Bharathanatyam; �Shivanubhava�	Ticketed	Narada Gana Sabha	Narada Gana Sabha
17-Dec-2025	10:00 AM	Aishwarya Shankar	Rajeev M; Arunprakash K; Guruprasad N	Free	Narada Gana Sabha	Narada Gana Sabha
17-Dec-2025	12:15 PM	Raksha Mahalinkam	Haritha Narayanan; Pazhani Balaji; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
17-Dec-2025	2:00 PM	Aishwarya S & Soundarya	C. S. Chinmayi; Aduthurai Guruprasad; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
17-Dec-2025	1:45 PM	Lekha Prasad	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
17-Dec-2025	4:00 PM	K Gayathri	B. Ananthakrishnan; Delhi Sairam; Chandrasekara Sharma; Vocal; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
17-Dec-2025	7:00 PM	P. Unnikrishnan	Uthra; Thirucherai Karthick; Sumesh Narayanan; Vocal; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
18-Dec-2025	10:00 AM	Kruthi Vittal	Vittal Rangan; Patri Satishkumar; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
18-Dec-2025	12:15 PM	Sreya Sundararaman	Ramya Kiranmayi; T Karthik; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
18-Dec-2025	2:00 PM	Padmashree Srinivasan	Madurai M Vijay; Kumbakonam Swaminathan; Trivandrum Rajagopal; Vocal; Violin; Mridangam; Kanjira	Free	Narada Gana Sabha	Narada Gana Sabha
18-Dec-2025	1:45 PM	Kavya Muralidharan	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
18-Dec-2025	4:00 PM	Malladi Brothers	Sriram Prasad & Ravikumar; Embar S Kannan; Mannargudi A Easwaran; Trichy K Murali; Vocal; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
18-Dec-2025	7:00 PM	Nisha Rajagopal	M Vijay; K Arun Prakash; N Guruprasad; Vocal; Violin; Mridangam; Ghatam	Ticketed	Narada Gana Sabha	Narada Gana Sabha
19-Dec-2025	10:00 AM	Maharajapuram S Ganesh	Viswanathan; R Raghul; S J Arjun Ganesh; Alathur T Raja Ganesh; Vocal; Violin; Mridangam; Kanjira	Free	Narada Gana Sabha	Narada Gana Sabha
19-Dec-2025	12:15 PM	M A Abhinaya	Prahlad Saravanapriyan; D V Sivaraman; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
19-Dec-2025	2:00 PM	B Suchitra	Dr M Narmadha; Vijay Ganesh; Sainath; Vocal; Violin; Mridangam; Ghatam	Free	Narada Gana Sabha	Narada Gana Sabha
19-Dec-2025	1:45 PM	Divya Shiv Sundar	Bharathanatyam	Free	Narada Gana Sabha	Narada Gana Sabha
19-Dec-2025	7:00 PM	Meenakshi Chitaranjan	Tribute to Dikshidar 250; �Guruguhajayati�	Ticketed	Narada Gana Sabha	Narada Gana Sabha
20-Dec-2025	12:15 PM	Ashwin Srikanth	Mukunthan Samraj; Suriya Nambisan; Vocal; Violin; Mridangam	Free	Narada Gana Sabha	Narada Gana Sabha
20-Dec-2025	2:00 PM	Girija Shankar Sundaresan	Madan Mohan; S J Arjun Ganesh; Sunil Kumar; Vocal; Violin; Mridangam; Kanjira	Free	Narada Gana Sabha	Narada Gana Sabha
